date,USD
2/12/1990,418.85
2/13/1990,418.05
2/14/1990,414.6
2/15/1990,416.65
2/16/1990,416.5
2/19/1990,416.5
2/20/1990,419.95
2/21/1990,420
2/22/1990,417.65
2/23/1990,415.85
2/26/1990,411.3
2/27/1990,407.55
2/28/1990,407.7
3/1/1990,406.3
3/2/1990,405.05
3/5/1990,403.2
3/6/1990,405.35
3/7/1990,400.5
3/8/1990,400.7
3/9/1990,399.3
3/12/1990,401.25
3/13/1990,397.25
3/14/1990,398.75
3/15/1990,399.5
3/16/1990,400.65
3/19/1990,402.1
3/20/1990,399.65
3/21/1990,392
3/22/1990,392
3/23/1990,393.5
3/26/1990,370.25
3/27/1990,368
3/28/1990,372
3/29/1990,371.5
3/30/1990,368.5
4/2/1990,368.4
4/3/1990,375
4/4/1990,374.25
4/5/1990,378.4
4/6/1990,377.7
4/9/1990,376.7
4/10/1990,375.2
4/11/1990,374.5
4/12/1990,375.5
4/13/1990,375.5
4/16/1990,375.5
4/17/1990,374
4/18/1990,374.75
4/19/1990,375.75
4/20/1990,376
4/23/1990,375.25
4/24/1990,376.8
4/25/1990,371.45
4/26/1990,371.6
4/27/1990,371.6
4/30/1990,367.75
5/1/1990,369.5
5/2/1990,369.6
5/3/1990,369.9
5/4/1990,371.3
5/7/1990,371.3
5/8/1990,370.65
5/9/1990,370.3
5/10/1990,371.75
5/11/1990,368.55
5/14/1990,369
5/15/1990,367.75
5/16/1990,369.85
5/17/1990,369.2
5/18/1990,369.9
5/21/1990,373.1
5/22/1990,375.1
5/23/1990,364.5
5/24/1990,366.5
5/25/1990,366.5
5/28/1990,366.5
5/29/1990,367.7
5/30/1990,366.4
5/31/1990,363.05
6/1/1990,363.45
6/4/1990,357.05
6/5/1990,358.1
6/6/1990,359.5
6/7/1990,352.8
6/8/1990,353.5
6/11/1990,354.7
6/12/1990,355.75
6/13/1990,350.5
6/14/1990,345.85
6/15/1990,346.9
6/18/1990,349.25
6/19/1990,348.65
6/20/1990,346.9
6/21/1990,349.75
6/22/1990,348.4
6/25/1990,353.4
6/26/1990,349.35
6/27/1990,350.65
6/28/1990,352.3
6/29/1990,352.2
7/2/1990,357.4
7/3/1990,362
7/4/1990,362.5
7/5/1990,359.7
7/6/1990,361.15
7/9/1990,360.25
7/10/1990,354
7/11/1990,354.3
7/12/1990,351.45
7/13/1990,363.6
7/16/1990,363.25
7/17/1990,360.7
7/18/1990,359.4
7/19/1990,362.3
7/20/1990,361
7/23/1990,366.1
7/24/1990,368.7
7/25/1990,372.75
7/26/1990,368.75
7/27/1990,366.75
7/30/1990,367.3
7/31/1990,372.3
8/1/1990,370.65
8/2/1990,380.7
8/3/1990,379
8/6/1990,382.25
8/7/1990,383.25
8/8/1990,384.75
8/9/1990,383.6
8/10/1990,389.35
8/13/1990,404.3
8/14/1990,411.5
8/15/1990,398.4
8/16/1990,402.6
8/17/1990,410.6
8/20/1990,407.75
8/21/1990,413.8
8/22/1990,408.75
8/23/1990,412.4
8/24/1990,410.3
8/27/1990,410.3
8/28/1990,388.25
8/29/1990,384.3
8/30/1990,389.75
8/31/1990,387.75
9/3/1990,386.75
9/4/1990,381.4
9/5/1990,383.3
9/6/1990,387.5
9/7/1990,384.6
9/10/1990,384.5
9/11/1990,378.5
9/12/1990,382.05
9/13/1990,382.2
9/14/1990,386.2
9/17/1990,389.4
9/18/1990,386
9/19/1990,386.5
9/20/1990,386.95
9/21/1990,389.3
9/24/1990,392.5
9/25/1990,403.75
9/26/1990,402.7
9/27/1990,403.95
9/28/1990,408.4
10/1/1990,396.3
10/2/1990,387.85
10/3/1990,389.4
10/4/1990,395.75
10/5/1990,395.6
10/8/1990,390.8
10/9/1990,397
10/10/1990,391.8
10/11/1990,388
10/12/1990,388.25
10/15/1990,380.7
10/16/1990,364.75
10/17/1990,366
10/18/1990,367.85
10/19/1990,372
10/22/1990,367.5
10/23/1990,371.65
10/24/1990,371.1
10/25/1990,375.05
10/26/1990,373.7
10/29/1990,372.7
10/30/1990,373.75
10/31/1990,379.5
11/1/1990,380.4
11/2/1990,377.5
11/5/1990,376.9
11/6/1990,379.25
11/7/1990,385
11/8/1990,384.75
11/9/1990,385.7
11/12/1990,380.7
11/13/1990,383.5
11/14/1990,383.9
11/15/1990,378
11/16/1990,376.3
11/19/1990,377.8
11/20/1990,380
11/21/1990,377.3
11/22/1990,380
11/23/1990,383.6
11/26/1990,386.9
11/27/1990,383.8
11/28/1990,385
11/29/1990,386.8
11/30/1990,384.85
12/3/1990,380.65
12/4/1990,377.6
12/5/1990,376
12/6/1990,370
12/7/1990,370.8
12/10/1990,374.05
12/11/1990,372.1
12/12/1990,370.9
12/13/1990,372
12/14/1990,373.2
12/17/1990,376.3
12/18/1990,377.4
12/19/1990,378.9
12/20/1990,385.45
12/21/1990,383.75
12/24/1990,383.75
12/25/1990,383.75
12/26/1990,383.75
12/27/1990,382.8
12/28/1990,386.2
12/31/1990,386.2
1/1/1991,386.2
1/2/1991,390.8
1/3/1991,386.3
1/4/1991,387.4
1/7/1991,391.1
1/8/1991,389.7
1/9/1991,387.1
1/10/1991,390.55
1/11/1991,390.6
1/14/1991,398.6
1/15/1991,398.5
1/16/1991,403
1/17/1991,379
1/18/1991,378.25
1/21/1991,378.2
1/22/1991,381
1/23/1991,378.3
1/24/1991,373
1/25/1991,374.25
1/28/1991,374.5
1/29/1991,376.8
1/30/1991,367.1
1/31/1991,366
2/1/1991,364.5
2/4/1991,367.15
2/5/1991,366.6
2/6/1991,360.75
2/7/1991,363.9
2/8/1991,370
2/11/1991,366.85
2/12/1991,364.4
2/13/1991,366.75
2/14/1991,368.15
2/15/1991,365.5
2/18/1991,363.75
2/19/1991,363
2/20/1991,364.65
2/21/1991,362.25
2/22/1991,358.8
2/25/1991,357.65
2/26/1991,359.25
2/27/1991,360
2/28/1991,362.7
3/1/1991,366.9
3/4/1991,365.45
3/5/1991,364.5
3/6/1991,366.2
3/7/1991,366.5
3/8/1991,368.5
3/11/1991,365.85
3/12/1991,364.25
3/13/1991,366
3/14/1991,364.6
3/15/1991,366
3/18/1991,362.3
3/19/1991,364.5
3/20/1991,364.5
3/21/1991,362.35
3/22/1991,362.75
3/25/1991,359.25
3/26/1991,356.6
3/27/1991,354.05
3/28/1991,355.65
3/29/1991,355.65
4/1/1991,355.65
4/2/1991,357.5
4/3/1991,359.2
4/4/1991,358.4
4/5/1991,358.5
4/8/1991,361
4/9/1991,364
4/10/1991,363.35
4/11/1991,361.75
4/12/1991,361.95
4/15/1991,360.1
4/16/1991,361.2
4/17/1991,360.65
4/18/1991,359.15
4/19/1991,356.15
4/22/1991,356.4
4/23/1991,355.5
4/24/1991,355.8
4/25/1991,353.25
4/26/1991,353.25
4/29/1991,351.1
4/30/1991,357.75
5/1/1991,356.5
5/2/1991,354.15
5/3/1991,355.5
5/6/1991,355.5
5/7/1991,356.15
5/8/1991,356.9
5/9/1991,356.85
5/10/1991,356.7
5/13/1991,356.85
5/14/1991,357.95
5/15/1991,359.85
5/16/1991,356
5/17/1991,355.1
5/20/1991,355
5/21/1991,356.3
5/22/1991,356.75
5/23/1991,354.9
5/24/1991,355.8
5/27/1991,355.8
5/28/1991,355.65
5/29/1991,361.5
5/30/1991,361.05
5/31/1991,360.4
6/3/1991,363
6/4/1991,362.4
6/5/1991,362.4
6/6/1991,364.85
6/7/1991,367
6/10/1991,372.2
6/11/1991,371.25
6/12/1991,372
6/13/1991,369.7
6/14/1991,367.75
6/17/1991,366.8
6/18/1991,370.25
6/19/1991,367.4
6/20/1991,367.6
6/21/1991,366.25
6/24/1991,360.9
6/25/1991,363.35
6/26/1991,366.1
6/27/1991,364.8
6/28/1991,368.35
7/1/1991,368.9
7/2/1991,367.1
7/3/1991,369.25
7/4/1991,369.25
7/5/1991,369.9
7/8/1991,370.25
7/9/1991,369.2
7/10/1991,370.9
7/11/1991,368.3
7/12/1991,367.85
7/15/1991,367.8
7/16/1991,368.7
7/17/1991,368.9
7/18/1991,369
7/19/1991,370
7/22/1991,369.75
7/23/1991,367.4
7/24/1991,366
7/25/1991,364.9
7/26/1991,364.1
7/29/1991,365.1
7/30/1991,361.35
7/31/1991,362.85
8/1/1991,363.4
8/2/1991,357.8
8/5/1991,356.5
8/6/1991,357
8/7/1991,356.8
8/8/1991,357.6
8/9/1991,358.2
8/12/1991,358.2
8/13/1991,356.8
8/14/1991,355.85
8/15/1991,358.35
8/16/1991,357.75
8/19/1991,361.2
8/20/1991,353.8
8/21/1991,356.3
8/22/1991,356.2
8/23/1991,353.7
8/26/1991,353.7
8/27/1991,353.8
8/28/1991,354.5
8/29/1991,351.25
8/30/1991,347.4
9/2/1991,347.95
9/3/1991,347.35
9/4/1991,348.7
9/5/1991,347.4
9/6/1991,348.05
9/9/1991,350.55
9/10/1991,351.7
9/11/1991,345.25
9/12/1991,346.1
9/13/1991,344.25
9/16/1991,345.4
9/17/1991,346.15
9/18/1991,348.3
9/19/1991,348.6
9/20/1991,348.6
9/23/1991,349.25
9/24/1991,351.9
9/25/1991,352.75
9/26/1991,351.9
9/27/1991,348.45
9/30/1991,354.9
10/1/1991,353.95
10/2/1991,356
10/3/1991,356.8
10/4/1991,356.3
10/7/1991,359.7
10/8/1991,357.6
10/9/1991,357.65
10/10/1991,359.5
10/11/1991,357.75
10/14/1991,358.5
10/15/1991,357.55
10/16/1991,356.55
10/17/1991,358.3
10/18/1991,359.6
10/21/1991,363.8
10/22/1991,362.35
10/23/1991,362.2
10/24/1991,361
10/25/1991,362
10/28/1991,358.5
10/29/1991,357.4
10/30/1991,359.35
10/31/1991,357.45
11/1/1991,357.75
11/4/1991,356.35
11/5/1991,356.55
11/6/1991,354.5
11/7/1991,354.5
11/8/1991,352.9
11/11/1991,354.9
11/12/1991,354.75
11/13/1991,356.55
11/14/1991,355.85
11/15/1991,355.5
11/18/1991,360.75
11/19/1991,363
11/20/1991,362.6
11/21/1991,364.3
11/22/1991,367.95
11/25/1991,369.1
11/26/1991,366.25
11/27/1991,367.1
11/28/1991,366.05
11/29/1991,366.3
12/2/1991,368.35
12/3/1991,362.9
12/4/1991,365.25
12/5/1991,364.75
12/6/1991,367.75
12/9/1991,370.7
12/10/1991,368.05
12/11/1991,366.5
12/12/1991,359.5
12/13/1991,359.05
12/16/1991,359.65
12/17/1991,357.4
12/18/1991,357.9
12/19/1991,358.9
12/20/1991,358.3
12/23/1991,359.65
12/24/1991,359.65
12/25/1991,359.65
12/26/1991,359.65
12/27/1991,353.3
12/30/1991,353.15
12/31/1991,353.15
1/1/1992,353.15
1/2/1992,350.9
1/3/1992,353
1/6/1992,349.4
1/7/1992,349.7
1/8/1992,350.6
1/9/1992,351.55
1/10/1992,357.9
1/13/1992,353.9
1/14/1992,353.6
1/15/1992,355.55
1/16/1992,356.75
1/17/1992,355.9
1/20/1992,358.75
1/21/1992,357.8
1/22/1992,356.75
1/23/1992,355.2
1/24/1992,353.25
1/27/1992,356.1
1/28/1992,356.3
1/29/1992,354.85
1/30/1992,356
1/31/1992,354.1
2/3/1992,356.4
2/4/1992,356
2/5/1992,354.3
2/6/1992,355.95
2/7/1992,356.2
2/10/1992,354.65
2/11/1992,356
2/12/1992,357.2
2/13/1992,356.3
2/14/1992,354.1
2/17/1992,354.35
2/18/1992,352.8
2/19/1992,353.2
2/20/1992,353.4
2/21/1992,351.6
2/24/1992,349.8
2/25/1992,350.5
2/26/1992,348.65
2/27/1992,353.75
2/28/1992,353.1
3/2/1992,350.45
3/3/1992,351.35
3/4/1992,350.15
3/5/1992,349.9
3/6/1992,349.4
3/9/1992,348.8
3/10/1992,348.35
3/11/1992,349
3/12/1992,347.6
3/13/1992,347.25
3/16/1992,343
3/17/1992,339
3/18/1992,340.3
3/19/1992,337.8
3/20/1992,338.8
3/23/1992,338.7
3/24/1992,338.4
3/25/1992,341.25
3/26/1992,340.4
3/27/1992,340.5
3/30/1992,343.3
3/31/1992,341.7
4/1/1992,344
4/2/1992,340.5
4/3/1992,340.6
4/6/1992,339.25
4/7/1992,338.75
4/8/1992,337.5
4/9/1992,338.45
4/10/1992,341.9
4/13/1992,340.8
4/14/1992,339
4/15/1992,338.95
4/16/1992,336.7
4/17/1992,336.7
4/20/1992,336.7
4/21/1992,338.3
4/22/1992,338.1
4/23/1992,338.5
4/24/1992,336.55
4/27/1992,335.7
4/28/1992,336.75
4/29/1992,335.7
4/30/1992,336.35
5/1/1992,337.5
5/4/1992,337.5
5/5/1992,336.75
5/6/1992,336.7
5/7/1992,336.05
5/8/1992,336.9
5/11/1992,336.15
5/12/1992,335.25
5/13/1992,335.2
5/14/1992,336.9
5/15/1992,339
5/18/1992,338.9
5/19/1992,339.5
5/20/1992,336.95
5/21/1992,337.25
5/22/1992,337.7
5/25/1992,337.7
5/26/1992,337.85
5/27/1992,338.6
5/28/1992,336.9
5/29/1992,337.5
6/1/1992,336.85
6/2/1992,339
6/3/1992,339.9
6/4/1992,338.4
6/5/1992,338.8
6/8/1992,338.7
6/9/1992,337.8
6/10/1992,337.65
6/11/1992,338.25
6/12/1992,339.6
6/15/1992,342.7
6/16/1992,342.35
6/17/1992,342
6/18/1992,341.25
6/19/1992,343.55
6/22/1992,342.5
6/23/1992,343.8
6/24/1992,342.3
6/25/1992,343.4
6/26/1992,343.5
6/29/1992,342
6/30/1992,343.4
7/1/1992,343.55
7/2/1992,347.1
7/3/1992,345.7
7/6/1992,346.6
7/7/1992,345.6
7/8/1992,347.5
7/9/1992,347.25
7/10/1992,348.7
7/13/1992,348.6
7/14/1992,349.3
7/15/1992,350.9
7/16/1992,353
7/17/1992,356.7
7/20/1992,359.3
7/21/1992,358.1
7/22/1992,358.75
7/23/1992,359.5
7/24/1992,357.6
7/27/1992,358.4
7/28/1992,359.6
7/29/1992,356.2
7/30/1992,356.75
7/31/1992,357.85
8/3/1992,354.05
8/4/1992,352.7
8/5/1992,350.75
8/6/1992,348.6
8/7/1992,349.9
8/10/1992,350.35
8/11/1992,348.15
8/12/1992,346.8
8/13/1992,337.3
8/14/1992,335.7
8/17/1992,337.4
8/18/1992,336.1
8/19/1992,338
8/20/1992,337.25
8/21/1992,336.9
8/24/1992,342.3
8/25/1992,341.4
8/26/1992,338.5
8/27/1992,339
8/28/1992,340
8/31/1992,340
9/1/1992,341.7
9/2/1992,340.45
9/3/1992,338.85
9/4/1992,342.05
9/7/1992,343
9/8/1992,342.15
9/9/1992,343.3
9/10/1992,342.25
9/11/1992,340
9/14/1992,346.25
9/15/1992,345.9
9/16/1992,349
9/17/1992,348.4
9/18/1992,347.2
9/21/1992,349.1
9/22/1992,349.15
9/23/1992,348.25
9/24/1992,348.25
9/25/1992,349.7
9/28/1992,348
9/29/1992,347.5
9/30/1992,349
10/1/1992,348.55
10/2/1992,348
10/5/1992,349.5
10/6/1992,350.3
10/7/1992,350.15
10/8/1992,350.5
10/9/1992,350.1
10/12/1992,346.5
10/13/1992,343.75
10/14/1992,343.75
10/15/1992,341.85
10/16/1992,341.75
10/19/1992,342.6
10/20/1992,343.5
10/21/1992,343.75
10/22/1992,342.65
10/23/1992,342.5
10/26/1992,341.45
10/27/1992,338.25
10/28/1992,338.2
10/29/1992,339.5
10/30/1992,339.25
11/2/1992,339.5
11/3/1992,338.6
11/4/1992,337.8
11/5/1992,338.05
11/6/1992,337.1
11/9/1992,334.5
11/10/1992,330.35
11/11/1992,331.15
11/12/1992,333.1
11/13/1992,334.4
11/16/1992,335.4
11/17/1992,334.3
11/18/1992,335.1
11/19/1992,334.25
11/20/1992,336.1
11/23/1992,334.05
11/24/1992,334.3
11/25/1992,334.35
11/26/1992,334.7
11/27/1992,334.05
11/30/1992,334.2
12/1/1992,334.65
12/2/1992,335.65
12/3/1992,335.25
12/4/1992,335.6
12/7/1992,334.6
12/8/1992,335.25
12/9/1992,333.5
12/10/1992,333.7
12/11/1992,335.1
12/14/1992,335.2
12/15/1992,334.9
12/16/1992,337.3
12/17/1992,338.65
12/18/1992,337
12/21/1992,333.9
12/22/1992,332.6
12/23/1992,333
12/24/1992,333
12/25/1992,333
12/28/1992,333
12/29/1992,332.5
12/30/1992,332.9
12/31/1992,332.9
1/1/1993,332.9
1/4/1993,328.25
1/5/1993,328.6
1/6/1993,329.6
1/7/1993,329.15
1/8/1993,329.1
1/11/1993,328.4
1/12/1993,329.2
1/13/1993,327.55
1/14/1993,327.65
1/15/1993,327.7
1/18/1993,328.15
1/19/1993,329
1/20/1993,329
1/21/1993,329.75
1/22/1993,328.75
1/25/1993,328.45
1/26/1993,330.9
1/27/1993,330.6
1/28/1993,329.95
1/29/1993,330.45
2/1/1993,329.75
2/2/1993,329.65
2/3/1993,328.2
2/4/1993,328
2/5/1993,327.75
2/8/1993,327.95
2/9/1993,328.05
2/10/1993,329.85
2/11/1993,332
2/12/1993,329.2
2/15/1993,328.6
2/16/1993,329.45
2/17/1993,330.6
2/18/1993,329.95
2/19/1993,330.8
2/22/1993,329.7
2/23/1993,329.6
2/24/1993,329.9
2/25/1993,329.6
2/26/1993,327.6
3/1/1993,328.5
3/2/1993,329.15
3/3/1993,329.55
3/4/1993,328.05
3/5/1993,329.75
3/8/1993,327.5
3/9/1993,326.95
3/10/1993,326.1
3/11/1993,326.9
3/12/1993,327
3/15/1993,328
3/16/1993,329
3/17/1993,328.75
3/18/1993,330.25
3/19/1993,331.65
3/22/1993,332.6
3/23/1993,331.9
3/24/1993,331
3/25/1993,332.6
3/26/1993,332.7
3/29/1993,331.7
3/30/1993,334.4
3/31/1993,337.8
4/1/1993,336.35
4/2/1993,340.1
4/5/1993,339.25
4/6/1993,338.4
4/7/1993,336.75
4/8/1993,337.5
4/9/1993,337.5
4/12/1993,337.5
4/13/1993,336.7
4/14/1993,338.25
4/15/1993,338.9
4/16/1993,337.85
4/19/1993,339.6
4/20/1993,339.9
4/21/1993,339
4/22/1993,339.3
4/23/1993,344.9
4/26/1993,349.25
4/27/1993,351.4
4/28/1993,349.7
4/29/1993,355.6
4/30/1993,354.3
5/3/1993,354.3
5/4/1993,356.15
5/5/1993,354.25
5/6/1993,355.5
5/7/1993,357.5
5/10/1993,356.8
5/11/1993,355.35
5/12/1993,356.2
5/13/1993,367
5/14/1993,368.2
5/17/1993,369.25
5/18/1993,367.8
5/19/1993,381.9
5/20/1993,373.8
5/21/1993,373.25
5/24/1993,379.25
5/25/1993,377.5
5/26/1993,374.5
5/27/1993,374.75
5/28/1993,377.45
5/31/1993,377.45
6/1/1993,377.35
6/2/1993,369
6/3/1993,374.7
6/4/1993,377.6
6/7/1993,372.8
6/8/1993,375.25
6/9/1993,371.45
6/10/1993,370.8
6/11/1993,370.35
6/14/1993,363
6/15/1993,365.35
6/16/1993,368
6/17/1993,369.45
6/18/1993,370.9
6/21/1993,370.55
6/22/1993,368.8
6/23/1993,367.1
6/24/1993,373.9
6/25/1993,376.1
6/28/1993,375.35
6/29/1993,375.35
6/30/1993,378.45
7/1/1993,379
7/2/1993,388.1
7/5/1993,387.6
7/6/1993,391.65
7/7/1993,395.8
7/8/1993,395.2
7/9/1993,393.1
7/12/1993,393.4
7/13/1993,392.45
7/14/1993,394.4
7/15/1993,392.7
7/16/1993,392
7/19/1993,394.8
7/20/1993,392.1
7/21/1993,392.4
7/22/1993,389.15
7/23/1993,391.3
7/26/1993,391.75
7/27/1993,392.35
7/28/1993,393.15
7/29/1993,394
7/30/1993,401.75
8/2/1993,405.6
8/3/1993,403.75
8/4/1993,402.65
8/5/1993,387.75
8/6/1993,379.4
8/9/1993,381.7
8/10/1993,380.35
8/11/1993,376
8/12/1993,376.3
8/13/1993,367.6
8/16/1993,372.6
8/17/1993,371.6
8/18/1993,373.7
8/19/1993,373.4
8/20/1993,373.25
8/23/1993,373.1
8/24/1993,373.65
8/25/1993,371.15
8/26/1993,371.25
8/27/1993,369.25
8/30/1993,369.25
8/31/1993,371.55
9/1/1993,369.05
9/2/1993,369.25
9/3/1993,362.8
9/6/1993,364.25
9/7/1993,354.8
9/8/1993,351.75
9/9/1993,353.3
9/10/1993,351.5
9/13/1993,344.2
9/14/1993,343.7
9/15/1993,348
9/16/1993,352.75
9/17/1993,351.85
9/20/1993,354
9/21/1993,354.75
9/22/1993,354.4
9/23/1993,357
9/24/1993,357.6
9/27/1993,356.65
9/28/1993,355.75
9/29/1993,353.2
9/30/1993,355.5
10/1/1993,354
10/4/1993,351.75
10/5/1993,353.8
10/6/1993,356.25
10/7/1993,357.3
10/8/1993,358.5
10/11/1993,361.4
10/12/1993,360.6
10/13/1993,366.4
10/14/1993,367.25
10/15/1993,364.6
10/18/1993,365.2
10/19/1993,366.4
10/20/1993,372.5
10/21/1993,374.5
10/22/1993,367.9
10/25/1993,371.5
10/26/1993,368.25
10/27/1993,371.5
10/28/1993,368.55
10/29/1993,369.6
11/1/1993,363.25
11/2/1993,363
11/3/1993,363.55
11/4/1993,372
11/5/1993,377.75
11/8/1993,375.65
11/9/1993,376
11/10/1993,374.9
11/11/1993,376.75
11/12/1993,376.75
11/15/1993,374.7
11/16/1993,375
11/17/1993,371.8
11/18/1993,376.75
11/19/1993,377.5
11/22/1993,378.4
11/23/1993,377.6
11/24/1993,376.35
11/25/1993,377.6
11/26/1993,376.85
11/29/1993,371.15
11/30/1993,370.9
12/1/1993,373.1
12/2/1993,374.65
12/3/1993,376.75
12/6/1993,377
12/7/1993,376.9
12/8/1993,382.3
12/9/1993,382.5
12/10/1993,382.3
12/13/1993,386.25
12/14/1993,387
12/15/1993,385.6
12/16/1993,386.1
12/17/1993,386.5
12/20/1993,389.75
12/21/1993,387.5
12/22/1993,385.65
12/23/1993,384.95
12/24/1993,384.95
12/27/1993,384.95
12/28/1993,384.95
12/29/1993,386.1
12/30/1993,391.75
12/31/1993,391.75
1/3/1994,391.75
1/4/1994,394.1
1/5/1994,395.25
1/6/1994,385.65
1/7/1994,390.5
1/10/1994,383.7
1/11/1994,385.45
1/12/1994,386.1
1/13/1994,388.75
1/14/1994,390.1
1/17/1994,392.3
1/18/1994,392.55
1/19/1994,391.7
1/20/1994,391.8
1/21/1994,386
1/24/1994,378.8
1/25/1994,382
1/26/1994,383
1/27/1994,383.6
1/28/1994,378.25
1/31/1994,377.9
2/1/1994,381.65
2/2/1994,384.7
2/3/1994,385.65
2/4/1994,388.5
2/7/1994,383.5
2/8/1994,380.55
2/9/1994,380.75
2/10/1994,382.5
2/11/1994,381.85
2/14/1994,383.25
2/15/1994,385
2/16/1994,383.5
2/17/1994,384.5
2/18/1994,379.95
2/21/1994,380
2/22/1994,379.4
2/23/1994,375.75
2/24/1994,376.7
2/25/1994,378.95
2/28/1994,381.55
3/1/1994,381.3
3/2/1994,376.95
3/3/1994,377.7
3/4/1994,375.95
3/7/1994,377.5
3/8/1994,376.1
3/9/1994,375.3
3/10/1994,380.5
3/11/1994,386.65
3/14/1994,386.5
3/15/1994,387.1
3/16/1994,385.5
3/17/1994,383.4
3/18/1994,386.55
3/21/1994,386.45
3/22/1994,389.15
3/23/1994,388.25
3/24/1994,390.4
3/25/1994,391.3
3/28/1994,389.25
3/29/1994,386.8
3/30/1994,387.15
3/31/1994,389.2
4/1/1994,389.2
4/4/1994,389.2
4/5/1994,384.75
4/6/1994,383.9
4/7/1994,384.3
4/8/1994,385.45
4/11/1994,381.75
4/12/1994,378
4/13/1994,378.5
4/14/1994,377.65
4/15/1994,377
4/18/1994,378.1
4/19/1994,373.1
4/20/1994,371.35
4/21/1994,373.3
4/22/1994,369.65
4/25/1994,373
4/26/1994,374.3
4/27/1994,374.25
4/28/1994,373.35
4/29/1994,376.45
5/2/1994,376.45
5/3/1994,375.1
5/4/1994,375.15
5/5/1994,374.5
5/6/1994,373.4
5/9/1994,381
5/10/1994,380.15
5/11/1994,380.5
5/12/1994,379.25
5/13/1994,381.65
5/16/1994,379.3
5/17/1994,382.55
5/18/1994,379.6
5/19/1994,383.3
5/20/1994,383.15
5/23/1994,386.45
5/24/1994,388
5/25/1994,387.3
5/26/1994,384.9
5/27/1994,385.4
5/30/1994,385.4
5/31/1994,387.6
6/1/1994,386.3
6/2/1994,383.25
6/3/1994,382.95
6/6/1994,378.4
6/7/1994,380.5
6/8/1994,381.45
6/9/1994,382.55
6/10/1994,383.05
6/13/1994,382.6
6/14/1994,383.8
6/15/1994,384.1
6/16/1994,386.85
6/17/1994,387.85
6/20/1994,389.3
6/21/1994,390.3
6/22/1994,392.45
6/23/1994,389
6/24/1994,389.9
6/27/1994,389.25
6/28/1994,386.55
6/29/1994,385.5
6/30/1994,388.25
7/1/1994,384.6
7/4/1994,386.6
7/5/1994,387.3
7/6/1994,385.5
7/7/1994,383
7/8/1994,383.15
7/11/1994,385.75
7/12/1994,386.3
7/13/1994,384.65
7/14/1994,384.2
7/15/1994,384.9
7/18/1994,386.5
7/19/1994,384.65
7/20/1994,387.45
7/21/1994,385.9
7/22/1994,384
7/25/1994,385
7/26/1994,386.2
7/27/1994,388.55
7/28/1994,387.1
7/29/1994,384
8/1/1994,383.85
8/2/1994,380
8/3/1994,378.45
8/4/1994,377.5
8/5/1994,378.3
8/8/1994,377.6
8/9/1994,378.65
8/10/1994,378.3
8/11/1994,377.6
8/12/1994,378.2
8/15/1994,376.6
8/16/1994,376.3
8/17/1994,377.2
8/18/1994,380.65
8/19/1994,381.8
8/22/1994,382.6
8/23/1994,381.35
8/24/1994,383.9
8/25/1994,383.3
8/26/1994,383.3
8/29/1994,383.3
8/30/1994,386.6
8/31/1994,385.75
9/1/1994,386
9/2/1994,386.7
9/5/1994,386.9
9/6/1994,387.6
9/7/1994,389.7
9/8/1994,391.5
9/9/1994,390.75
9/12/1994,391.1
9/13/1994,389.6
9/14/1994,390.3
9/15/1994,388
9/16/1994,390
9/19/1994,389.9
9/20/1994,393.9
9/21/1994,394.9
9/22/1994,393.7
9/23/1994,395.7
9/26/1994,395.8
9/27/1994,395.8
9/28/1994,396.25
9/29/1994,395.7
9/30/1994,394.85
10/3/1994,393.15
10/4/1994,392.45
10/5/1994,393.7
10/6/1994,392
10/7/1994,392
10/10/1994,391.2
10/11/1994,387.65
10/12/1994,387.9
10/13/1994,387.25
10/14/1994,387.45
10/17/1994,389
10/18/1994,389.75
10/19/1994,391.1
10/20/1994,391.55
10/21/1994,390.95
10/24/1994,389.3
10/25/1994,389.2
10/26/1994,388.9
10/27/1994,389.15
10/28/1994,387.7
10/31/1994,383.85
11/1/1994,384.5
11/2/1994,383.85
11/3/1994,383.8
11/4/1994,383.8
11/7/1994,382.7
11/8/1994,384.65
11/9/1994,383.6
11/10/1994,384.2
11/11/1994,385.3
11/14/1994,385.1
11/15/1994,386.7
11/16/1994,386.25
11/17/1994,386.75
11/18/1994,384
11/21/1994,383.4
11/22/1994,383.8
11/23/1994,384.7
11/24/1994,384.3
11/25/1994,384.85
11/28/1994,384
11/29/1994,383.2
11/30/1994,383.1
12/1/1994,380.1
12/2/1994,379
12/5/1994,376.6
12/6/1994,375.75
12/7/1994,377
12/8/1994,376.2
12/9/1994,376.5
12/12/1994,377.15
12/13/1994,379.1
12/14/1994,380.5
12/15/1994,379.2
12/16/1994,380.35
12/19/1994,379.2
12/20/1994,381.9
12/21/1994,382.05
12/22/1994,381.55
12/23/1994,381.55
12/26/1994,381.55
12/27/1994,381.55
12/28/1994,381.75
12/29/1994,383.25
12/30/1994,383.25
1/2/1995,383.25
1/3/1995,380.9
1/4/1995,375.6
1/5/1995,375.3
1/6/1995,375.2
1/9/1995,372.4
1/10/1995,374.1
1/11/1995,375.6
1/12/1995,380.5
1/13/1995,378.6
1/16/1995,377.55
1/17/1995,379.8
1/18/1995,382.6
1/19/1995,381.9
1/20/1995,383.85
1/23/1995,382.35
1/24/1995,381.3
1/25/1995,381.45
1/26/1995,381.35
1/27/1995,378.4
1/30/1995,375.9
